Subjects,Condition,Trial,Leg,Time,StepLength,StepTime,LeadingLimbAngle,TrailingLimbAngle,PeakPropulsion,PeakBraking,PropulsionImpulse,BrakingImpulse,StepLength_Norm
MLR049,Fast,FastHS,Left,last30,0.63789847,0.643333333,30.68095972,-20.87855221,0.151671101,-0.155535642,0.034518205,-0.026296275,0.721604604
MLR050,Fast,FastHS,Left,last30,0.510710261,0.528666667,28.74538016,-22.3453523,0.231314555,-0.154079534,0.041816597,-0.024290118,0.572545136
GR0326,Open Loop - Post,OpenLoopPost,Left,last30,0.578809279,0.622,31.83185557,-22.04025414,0.091857947,-0.171190325,0.0251358,-0.030422994,0.705864974
GR0327,Open Loop - Post,OpenLoopPost,Left,last30,0.535483023,0.518666667,29.11250684,-15.79827969,0.122085099,-0.163353453,0.019144518,-0.023756627,0.669353779
GR0328,Open Loop - Post,OpenLoopPost,Left,last30,0.582607044,0.626,31.0988367,-22.95722574,0.243070961,-0.187278448,0.044875551,-0.032995644,0.728258805
GR0329,Open Loop - Post,OpenLoopPost,Left,last30,0.556065732,0.583,30.13219325,-21.39147023,0.206672201,-0.177324219,0.039736012,-0.031392727,0.669958713
GR0330,Open Loop - Post,OpenLoopPost,Left,last30,0.636946284,0.601,31.98339156,-11.34556576,0.09240845,-0.205404771,0.023568853,-0.027007835,0.692332917
GR0331,Open Loop - Post,OpenLoopPost,Left,last30,0.515037167,0.534666667,33.5881926,-22.57932769,0.172917743,-0.108880411,0.030600267,-0.019220289,0.578693446
GR0334,Open Loop - Post,OpenLoopPost,Left,last30,0.577660813,0.587333333,33.56182896,-21.90815018,0.190009594,-0.168771311,0.0331109,-0.034950929,0.731216219
GR0335,Open Loop - Post,OpenLoopPost,Left,last30,0.525257669,0.556333333,30.52555163,-20.3327187,0.212835476,-0.203790495,0.035404927,-0.034448794,0.610764731
GR0336,Open Loop - Post,OpenLoopPost,Left,last30,0.504378217,0.558666667,28.74484914,-25.48969671,0.252865814,-0.185947925,0.043721064,-0.031768147,0.569918889
MLR049,Open Loop - Post,OpenLoopPost,Left,last30,0.689464551,0.659333333,31.52243459,-21.53047922,0.131891015,-0.16955438,0.032615295,-0.032339825,0.779937275
MLR050,Open Loop - Post,OpenLoopPost,Left,last30,0.549123505,0.609333333,26.7238545,-20.75735311,0.196916029,-0.111998404,0.027776184,-0.025774396,0.615609311
GR0326,Open Loop - Pre,OpenLoopPre,Left,last30,0.571572379,0.599666667,31.72543627,-20.02560882,0.165909059,-0.185896159,0.031333474,-0.032056523,0.697039487
GR0327,Open Loop - Pre,OpenLoopPre,Left,last30,0.488571065,0.501333333,26.51950441,-20.53106541,0.186506868,-0.145528816,0.0256241,-0.022438011,0.610713831
GR0328,Open Loop - Pre,OpenLoopPre,Left,last30,0.539410571,0.599,29.8266328,-22.50503311,0.231485525,-0.18294701,0.041883912,-0.026704337,0.674263214
GR0329,Open Loop - Pre,OpenLoopPre,Left,last30,0.565718728,0.645,29.52267166,-26.55651386,0.241676923,-0.163942774,0.041215831,-0.038634985,0.681588829
GR0330,Open Loop - Pre,OpenLoopPre,Left,last30,0.536162504,0.612,28.94407573,-21.6799833,0.226527081,-0.149574091,0.036043595,-0.029946691,0.58278533
GR0331,Open Loop - Pre,OpenLoopPre,Left,last30,0.590013185,0.578333333,29.67306682,-19.11398041,0.160395105,-0.106441736,0.031300663,-0.028525854,0.662936163
GR0334,Open Loop - Pre,OpenLoopPre,Left,last30,0.589942248,0.575333333,29.54776323,-18.24038171,0.089669382,-0.135957286,0.016869719,-0.026974652,0.746762339
GR0335,Open Loop - Pre,OpenLoopPre,Left,last30,0.532018287,0.574,30.6342128,-21.25196547,0.229491451,-0.188268595,0.036462123,-0.03281099,0.618625915
GR0336,Open Loop - Pre,OpenLoopPre,Left,last30,0,0,0,0,0,0,0,0,0
MLR049,Open Loop - Pre,OpenLoopPre,Left,last30,0.657236538,1.935333333,30.19316627,-21.22018932,0.19043281,-0.212401659,0.035183398,-0.047567734,0.743480247
MLR050,Open Loop - Pre,OpenLoopPre,Left,last30,0.555550808,0.628333333,29.39468281,-23.23160892,0.214604944,-0.110896206,0.036449049,-0.025910929,0.622814807
GR0326,Slow,SlowHS,Left,last30,0.6472019,0.608333333,33.03351994,-17.14582174,0.091857947,-0.171190325,0.0251358,-0.030422994,0.78927061
GR0327,Slow,SlowHS,Left,last30,0.530764861,0.506333333,25.35230072,-11.57132139,0.045228119,-0.075410886,0.009351772,-0.013287776,0.663456076
GR0328,Slow,SlowHS,Left,last30,0.529363511,0.494,24.24418855,-11.22742851,0.1124232,-0.113062026,0.013880437,-0.016933463,0.661704389
GR0329,Slow,SlowHS,Left,last30,0.509910745,0.614333333,31.8884826,-25.45932629,0.1124232,-0.113062026,0.013880437,-0.016933463,0.614350295
GR0330,Slow,SlowHS,Left,last30,0.627433691,0.584333333,30.49359677,-12.40891276,0.121157538,-0.203915498,0.029720445,-0.026389105,0.681993142
GR0331,Slow,SlowHS,Left,last30,0.558788854,0.528666667,29.80911654,-17.02043912,0.131353548,-0.131990431,0.032666867,-0.025398782,0.627852645
GR0334,Slow,SlowHS,Left,last30,0.571873439,0.547333333,31.46017778,-15.95606255,0.140180489,-0.105745121,0.037823475,-0.011283335,0.723890429
GR0335,Slow,SlowHS,Left,last30,0.563272492,0.547666667,27.38785827,-14.95213085,0.117287702,-0.14458642,0.016834897,-0.02152882,0.654968014
GR0336,Slow,SlowHS,Left,last30,0.571703068,0.567666667,27.10128019,-17.62010853,0.148963617,-0.169077647,0.041691223,-0.016575177,0.645992167
MLR049,Slow,SlowHS,Left,last30,0.705457639,0.688333333,29.77401439,-20.55100137,0.134457081,-0.175405415,0.037285653,-0.028773078,0.798029003
MLR050,Slow,SlowHS,Left,last30,0.593135501,0.576,29.10296312,-15.13616439,0.136996698,-0.164124713,0.03587503,-0.024820975,0.664950113
GR0326,Accelerate,AcceleratingHS,Right,last30,0.636251787,0.571666667,36.68165715,-18.65355035,0.222940914,-0.156046999,0.059330385,-0.023913276,0.775916813
GR0327,Accelerate,AcceleratingHS,Right,last30,0.528435681,0.496333333,26.57611967,-14.73243913,0.144474453,-0.200685897,0.030720582,-0.023411211,0.660544601
GR0328,Accelerate,AcceleratingHS,Right,last30,0.481603811,0.469666667,27.11201772,-14.17625442,0.171617026,-0.188596942,0.027727683,-0.026633653,0.602004764
GR0329,Accelerate,AcceleratingHS,Right,last30,0.562286294,0.619666667,33.67738516,-25.02683923,0.246585143,-0.253898036,0.039235458,-0.048587833,0.677453366
GR0330,Accelerate,AcceleratingHS,Right,last30,0.510348192,0.551333333,29.30879642,-23.86917974,0.263986917,-0.204119396,0.048071912,-0.026315601,0.554726296
GR0331,Accelerate,AcceleratingHS,Right,last30,0.516258666,0.531666667,34.30471135,-21.15795114,0.227268376,-0.172395512,0.037900976,-0.035710726,0.580065917
GR0334,Accelerate,AcceleratingHS,Right,last30,0.505176642,0.550333333,34.90748796,-22.21227866,0.288344584,-0.230491616,0.054134426,-0.039980733,0.639464104
GR0335,Accelerate,AcceleratingHS,Right,last30,0.577615654,0.54,30.26949725,-13.91412135,0.160552213,-0.171290924,0.035880582,-0.020100026,0.671646109
GR0336,Accelerate,AcceleratingHS,Right,last30,0.58318898,0.546333333,31.88450615,-19.40841257,0.204131307,-0.227011088,0.052335779,-0.029035794,0.658970599
MLR049,Accelerate,AcceleratingHS,Right,last30,0.608586621,0.67,38.54745526,-23.86335667,0.264822955,-0.254259616,0.054760128,-0.036958427,0.688446404
MLR050,Accelerate,AcceleratingHS,Right,last30,0.670839933,0.603,30.42854946,-15.81006649,0.127293723,-0.189147515,0.036726575,-0.031617802,0.752062705
GR0326,Baseline075,Baseline075,Right,last30,0.424130708,0.636,28.71772419,-11.97082746,0.107239096,-0.092851956,0.03465024,-0.018240623,0.517232571
GR0327,Baseline075,Baseline075,Right,last30,0.411034608,0.584,22.50545892,-13.30569787,0.089898174,-0.082058603,0.023084397,-0.012191147,0.51379326
GR0328,Baseline075,Baseline075,Right,last30,0.43629538,0.664,26.98736356,-14.18180998,0.102041772,-0.114241196,0.026098138,-0.026501904,0.545369225
GR0329,Baseline075,Baseline075,Right,last30,0.532576028,0.811333333,32.47982902,-17.4869638,0.13457831,-0.146138326,0.031517307,-0.041046917,0.641657865
GR0330,Baseline075,Baseline075,Right,last30,0.469091407,0.675666667,24.48595617,-13.00070419,0.113527517,-0.106044395,0.027172258,-0.02339705,0.509881964
GR0331,Baseline075,Baseline075,Right,last30,0.429925711,0.635333333,27.95814029,-11.266048,0.106650313,-0.080244555,0.027113301,-0.023096567,0.483062597
GR0334,Baseline075,Baseline075,Right,last30,0.435013381,0.713666667,30.42996507,-15.89963508,0.135253482,-0.11093133,0.035636132,-0.030471398,0.550649849
GR0335,Baseline075,Baseline075,Right,last30,0.423850603,0.646,26.33436071,-14.4809956,0.140003908,-0.102970733,0.030683536,-0.020381599,0.492849538
GR0336,Baseline075,Baseline075,Right,last30,0.427894261,0.614666667,24.19122687,-14.8407391,0.120898312,-0.107080427,0.026369159,-0.018857515,0.48349634
MLR049,Baseline075,Baseline075,Right,last30,0.452459751,0.724,29.20190482,-13.56635175,0.126628726,-0.087676744,0.036329539,-0.02495786,0.511832298
MLR050,Baseline075,Baseline075,Right,last30,0.4749994,0.677333333,24.42826493,-15.22903484,0.097358723,-0.107595396,0.022897944,-0.023694228,0.532510538
GR0326,Baseline1125,Baseline1125,Right,last30,0.572621024,0.571333333,32.15675081,-18.6230224,0.171678563,-0.136086454,0.037438574,-0.024009637,0.698318322
GR0327,Baseline1125,Baseline1125,Right,last30,0.503090258,0.519333333,22.8738929,-20.6788021,0.155293963,-0.100027117,0.027461227,-0.01310011,0.628862823
GR0328,Baseline1125,Baseline1125,Right,last30,0.534111942,0.553666667,27.14197628,-19.82229847,0.188981567,-0.167327379,0.030581644,-0.029101056,0.667639928
GR0329,Baseline1125,Baseline1125,Right,last30,0.61344487,0.627666667,34.10187369,-22.18713508,0.192636035,-0.217457238,0.033742535,-0.042024922,0.739090205
GR0330,Baseline1125,Baseline1125,Right,last30,0.598571639,0.593333333,28.71825711,-18.56053866,0.21165575,-0.168900216,0.033495479,-0.028695838,0.650621347
GR0331,Baseline1125,Baseline1125,Right,last30,0.554112975,0.55,30.66272304,-17.73256158,0.168491299,-0.136043108,0.033610607,-0.030028477,0.622598848
GR0334,Baseline1125,Baseline1125,Right,last30,0.514717592,0.552333333,32.60159702,-19.38230841,0.181842649,-0.168721631,0.032322601,-0.031014311,0.651541256
GR0335,Baseline1125,Baseline1125,Right,last30,0.554170156,0.547666667,30.08191261,-19.29933923,0.212957956,-0.177646085,0.034232997,-0.02857089,0.644383902
GR0336,Baseline1125,Baseline1125,Right,last30,0.557041514,0.544,28.81139634,-20.14341492,0.191842462,-0.192966896,0.034432383,-0.028325303,0.62942544
MLR049,Baseline1125,Baseline1125,Right,last30,0.584799196,0.633333333,32.1634488,-20.81326684,0.183686485,-0.162013639,0.043434801,-0.030278993,0.661537552
MLR050,Baseline1125,Baseline1125,Right,last30,0.587377542,0.582,28.77854609,-19.34806463,0.160453138,-0.155173934,0.028886392,-0.028797588,0.658495002
GR0326,Baseline150,Baseline150,Right,last30,0.691063804,0.523666667,35.00874239,-24.09717592,0.248710088,-0.198522071,0.043456094,-0.029478038,0.842760737
GR0327,Baseline150,Baseline150,Right,last30,0.630571782,0.495,29.8920711,-24.29932399,0.211118764,-0.186460321,0.030574245,-0.02129199,0.788214728
GR0328,Baseline150,Baseline150,Right,last30,0.647503126,0.511,30.83043042,-24.70006281,0.292742881,-0.260303629,0.042152098,-0.03768515,0.809378908
GR0329,Baseline150,Baseline150,Right,last30,0.679757759,0.514,33.46647459,-23.73685314,0.268373913,-0.289846945,0.035522048,-0.042336634,0.818985252
GR0330,Baseline150,Baseline150,Right,last30,0.696398405,0.528,31.60433896,-23.1496596,0.252739387,-0.244704308,0.035862025,-0.033201044,0.756954788
GR0331,Baseline150,Baseline150,Right,last30,0.656050436,0.502333333,33.42935256,-21.74988524,0.231559397,-0.200348647,0.036359517,-0.033122201,0.737135321
GR0334,Baseline150,Baseline150,Right,last30,0.630195355,0.503666667,35.56966126,-24.85309712,0.279865605,-0.241465422,0.040044925,-0.036545582,0.797715639
GR0335,Baseline150,Baseline150,Right,last30,0.660749643,0.496,33.59774592,-22.59691887,0.274231787,-0.258642185,0.038320456,-0.034956544,0.768313538
GR0336,Baseline150,Baseline150,Right,last30,0.669400491,0.491666667,31.81499678,-24.78956685,0.265667842,-0.279259753,0.039467329,-0.035087084,0.756384736
MLR049,Baseline150,Baseline150,Right,last30,0.677075144,0.540666667,34.45016588,-23.02778399,0.239697303,-0.233434415,0.044436385,-0.035634296,0.765922109
MLR050,Baseline150,Baseline150,Right,last30,0.688367811,0.521333333,31.5065746,-24.29402307,0.235775955,-0.196884136,0.036004487,-0.030630476,0.771712793
GR0326,Decelerate,DeceleratingHS,Right,last30,0.635625592,0.634666667,31.35994175,-19.63400229,0.180949745,-0.13007269,0.033385801,-0.026777688,0.775153161
GR0327,Decelerate,DeceleratingHS,Right,last30,0.494882335,0.498666667,23.20798923,-18.74314429,0.174198039,-0.15303476,0.018555222,-0.024560658,0.618602919
GR0328,Decelerate,DeceleratingHS,Right,last30,0.435119236,0.468666667,23.4151732,-17.09378792,0.163601512,-0.154541853,0.01838988,-0.031290654,0.543899045
GR0329,Decelerate,DeceleratingHS,Right,last30,0.651268568,0.670666667,31.16635856,-22.90674832,0.192665962,-0.151798223,0.023497432,-0.037369147,0.784660925
GR0330,Decelerate,DeceleratingHS,Right,last30,0.568217296,0.615333333,25.79924043,-22.52702315,0.246181916,-0.140012819,0.032772347,-0.026092424,0.617627496
GR0331,Decelerate,DeceleratingHS,Right,last30,0.542318479,0.59,30.29990737,-19.10243342,0.184382407,-0.095632077,0.027909433,-0.026252079,0.609346606
GR0334,Decelerate,DeceleratingHS,Right,last30,0.567162237,0.581666667,31.78594838,-19.609384,0.159790252,-0.124879861,0.021650431,-0.032421217,0.717926882
GR0335,Decelerate,DeceleratingHS,Right,last30,0.538139543,0.554333333,28.12412833,-19.42188305,0.229623308,-0.127097486,0.028249766,-0.030497948,0.625743655
GR0336,Decelerate,DeceleratingHS,Right,last30,0.564830791,0.553333333,27.09743742,-22.4571927,0.20125493,-0.151732045,0.026751257,-0.03023338,0.638226882
MLR049,Decelerate,DeceleratingHS,Right,last30,0.684599093,0.719,32.11213362,-23.21718592,0.173683814,-0.14587434,0.051039869,-0.026300729,0.774433363
MLR050,Decelerate,DeceleratingHS,Right,last30,0.612233476,0.586666667,27.14432168,-18.06242878,0.165015638,-0.173236755,0.039707307,-0.026261116,0.686360399
GR0326,Fast,FastHS,Right,last30,0.651607559,0.591333333,33.88640121,-16.52963888,0.132279775,-0.192875109,0.042291529,-0.028360104,0.794643365
GR0327,Fast,FastHS,Right,last30,0.526837441,0.51,21.45310254,-15.65902237,0.116707642,-0.138323773,0.020654768,-0.016611895,0.658546801
GR0328,Fast,FastHS,Right,last30,0.523661771,0.489666667,23.57344338,-9.474898467,0.103440311,-0.115417967,0.010972137,-0.014498751,0.654577214
GR0329,Fast,FastHS,Right,last30,0.673793156,0.613,33.03153143,-18.99211383,0.15054716,-0.261897372,0.036699449,-0.036327615,0.811798983
GR0330,Fast,FastHS,Right,last30,0.6819838,0.597666667,30.23328715,-13.08189866,0.10483931,-0.201810814,0.025572329,-0.024808681,0.741286739
GR0331,Fast,FastHS,Right,last30,0.602246607,0.563,31.88912877,-15.66756911,0.123848317,-0.085407041,0.034556625,-0.013923225,0.676681581
GR0334,Fast,FastHS,Right,last30,0.569559823,0.562,32.21027422,-16.94220743,0.144904234,-0.080827074,0.038526652,-0.008311952,0.720961801
GR0335,Fast,FastHS,Right,last30,0.593084891,0.586666667,30.24369183,-14.13533343,0.138118233,-0.116442995,0.019186473,-0.020706021,0.689633594
GR0336,Fast,FastHS,Right,last30,0.60677016,0.561333333,26.25938297,-16.46874595,0.131611139,-0.161786325,0.033140183,-0.018491385,0.685616
MLR049,Fast,FastHS,Right,last30,0.591945977,0.623333333,34.3002609,-22.03895155,0.240267768,-0.261117949,0.05018132,-0.041977376,0.669622146
MLR050,Fast,FastHS,Right,last30,0.650061439,0.635333333,27.44821466,-19.3511492,0.158202974,-0.144817701,0.02894653,-0.028847869,0.728768429
GR0326,Open Loop - Post,OpenLoopPost,Right,last30,0.601102981,0.569666667,35.23387364,-18.26796027,0.236100036,-0.18967613,0.055378891,-0.03863324,0.733052416
GR0327,Open Loop - Post,OpenLoopPost,Right,last30,0.465902396,0.489,23.49497929,-19.08041247,0.179651825,-0.11992876,0.032069342,-0.017126901,0.582377995
GR0328,Open Loop - Post,OpenLoopPost,Right,last30,0.592744804,0.611,30.25665532,-21.58991355,0.204042566,-0.219671065,0.034973368,-0.041946005,0.740931005
GR0329,Open Loop - Post,OpenLoopPost,Right,last30,0.567463376,0.579333333,30.02914043,-21.18639486,0.178175699,-0.184911218,0.030872952,-0.034994129,0.683690814
GR0330,Open Loop - Post,OpenLoopPost,Right,last30,0.51393957,0.580666667,27.07610214,-24.03911201,0.264595497,-0.192359887,0.047109143,-0.035874805,0.558629967
GR0331,Open Loop - Post,OpenLoopPost,Right,last30,0.587199611,0.572333333,30.57537063,-16.21525748,0.115421298,-0.103487483,0.026091968,-0.021291075,0.659774844
GR0334,Open Loop - Post,OpenLoopPost,Right,last30,0.57324306,0.603333333,33.44034034,-23.58320999,0.213086453,-0.141518936,0.04017421,-0.029453001,0.725624127
GR0335,Open Loop - Post,OpenLoopPost,Right,last30,0.585049723,0.575,29.96021182,-17.43991581,0.185408223,-0.148275056,0.032155777,-0.022373599,0.680290376
GR0336,Open Loop - Post,OpenLoopPost,Right,last30,0.615378008,0.556,28.04185258,-17.40106624,0.146134704,-0.184386635,0.033042354,-0.022927525,0.695342382
MLR049,Open Loop - Post,OpenLoopPost,Right,last30,0.608505699,0.683,36.50640808,-24.96279371,0.243849269,-0.22478009,0.057103209,-0.039108708,0.688354863
MLR050,Open Loop - Post,OpenLoopPost,Right,last30,0.586993436,0.545,29.88790988,-18.74749771,0.167707574,-0.171277489,0.039775581,-0.025527454,0.65806439
GR0326,Open Loop - Pre,OpenLoopPre,Right,last30,0.582223926,0.57,32.89815154,-23.62077924,0.20997561,-0.166358234,0.035587273,-0.02825484,0.710029178
GR0327,Open Loop - Pre,OpenLoopPre,Right,last30,0.523185248,0.513333333,24.77071318,-16.46203566,0.15021439,-0.204589454,0.028766461,-0.024197649,0.65398156
GR0328,Open Loop - Pre,OpenLoopPre,Right,last30,0.579257048,0.573,29.78408008,-19.13972429,0.184270523,-0.250453888,0.029976827,-0.043752288,0.72407131
GR0329,Open Loop - Pre,OpenLoopPre,Right,last30,0.630963594,0.612333333,33.37401052,-20.27396557,0.177621091,-0.270081545,0.042650293,-0.041698925,0.760197101
GR0330,Open Loop - Pre,OpenLoopPre,Right,last30,0.609867294,0.573333333,29.07743881,-16.85763936,0.169164932,-0.18636634,0.033660177,-0.029997631,0.662899233
GR0331,Open Loop - Pre,OpenLoopPre,Right,last30,0.583863548,0.582666667,32.3071016,-19.051188,0.188369858,-0.107240016,0.037839797,-0.023462579,0.656026458
GR0334,Open Loop - Pre,OpenLoopPre,Right,last30,0.50438874,0.567,34.80283629,-24.5953055,0.286242735,-0.169561552,0.049387497,-0.030498934,0.638466759
GR0335,Open Loop - Pre,OpenLoopPre,Right,last30,0.596951167,0.581,29.44140633,-17.65819696,0.177519509,-0.17235408,0.031122836,-0.02552802,0.694129264
GR0336,Open Loop - Pre,OpenLoopPre,Right,last30,0,0,0,0,0,0,0,0,0
MLR049,Open Loop - Pre,OpenLoopPre,Right,last30,0.606103261,-0.625333333,33.26937551,-24.11078786,0.222897351,-0.138981665,0.052800005,-0.025394281,0.685637173
MLR050,Open Loop - Pre,OpenLoopPre,Right,last30,0.639226165,0.580333333,28.90967075,-18.91628633,0.153103578,-0.179390664,0.035398825,-0.028847482,0.716621261
GR0326,Slow,SlowHS,Right,last30,0.561108289,0.616,34.68268203,-24.48622615,0.236100036,-0.18967613,0.055378891,-0.03863324,0.684278401
GR0327,Slow,SlowHS,Right,last30,0.454317428,0.481666667,25.20130019,-21.58057924,0.224338878,-0.216094747,0.042007289,-0.028224232,0.567896785
GR0328,Slow,SlowHS,Right,last30,0.386286318,0.442666667,24.89272141,-19.81805732,0.213142518,-0.188976014,0.029525767,-0.023529291,0.482857898
GR0329,Slow,SlowHS,Right,last30,0.704763006,0.647,34.6312382,-19.12421361,0.213142518,-0.188976014,0.029525767,-0.023529291,0.849112055
GR0330,Slow,SlowHS,Right,last30,0.528542446,0.597,27.90025453,-23.16830034,0.257970378,-0.168084498,0.04053301,-0.037116523,0.574502659
GR0331,Slow,SlowHS,Right,last30,0.53402791,0.567666667,32.73156889,-20.88832672,0.187001506,-0.103202417,0.032006662,-0.025936783,0.60003136
GR0334,Slow,SlowHS,Right,last30,0.516519563,0.575,34.43873981,-23.82658552,0.228894448,-0.184576109,0.036317844,-0.051806427,0.653822232
GR0335,Slow,SlowHS,Right,last30,0.498728812,0.534333333,31.84233069,-21.22086333,0.278093787,-0.181758475,0.043080636,-0.029653683,0.579917223
GR0336,Slow,SlowHS,Right,last30,0.541178193,0.533666667,29.85297939,-24.81545335,0.237055085,-0.208650551,0.039070125,-0.039484524,0.611500783
MLR049,Slow,SlowHS,Right,last30,0.603829818,0.671666667,37.0558786,-25.79147928,0.255803724,-0.267446274,0.05296267,-0.045002501,0.683065405
MLR050,Slow,SlowHS,Right,last30,0.549733224,0.582,29.25825803,-24.26120237,0.207238339,-0.149544148,0.03575272,-0.032760122,0.616292852
